escenario,for_name,loc_name,shtype,ncapa,ncapx,qcapn_Mvar_paso,outserv
P21,ZGIRAK-C1,34.5 kV Capacitor Girasol,2,1,3,10.0,0
P21,ZAHONF-C1,69 kV Capacitor Arroyo Hondo,2,1,1,20.0,0
P21,ZHNVAF-C1,69 kV Capacitor Herrera Nueva,2,1,1,20.0,0
P21,ZHNS1F-C1,69 kV Capacitor Hainamosa,2,1,1,40.0,0
P21,ZPIMEF-C1,69 kV Capacitor Pimentel,2,1,1,9.739999771118164,0
P21,ZABANF-C1,69 kV Capacitor Abanico Per,2,1,1,10.0,0
P21,ZPAYIF-C1,69 kV Capacitor Payita,2,1,1,10.0,0
P21,ZCONSF-C1,69 kV Capacitor Constanza,2,1,1,11.420000076293945,0
P21,WSOSDF-C1,69 kV Sosúa 2 C1,2,1,1,20.0,0
P21,WLVPEF-C1,69 kV La Vega PER C1,2,1,1,20.0,0
P22,ZLRMAF-C1,69 kV Capacitor La Romana Pueblo,2,1,1,15.600000381469727,0
P22,ZHIGUF-C1,69 kV Capacitor Higüey,2,1,1,17.0,0
P22,ZSRAFF-C1,69 kV Capacitor Madre Vieja(San Rafael),2,1,1,20.0,0
P22,ZPVD1K-C1,34.5 kV Capacitor 1 PVDC,2,1,3,10.0,0
P22,ZPVD2K-C1,34.5 kV Capacitor 2 PVDC,2,1,3,10.0,0
P22,ZSPMAF-C1,69 kV Capacitor SPM,2,1,1,20.0,0
P22,ZZSANF-C2,69 kV Capacitor 2 ZF Santiago,2,1,1,20.0,0
P22,ZZSANF-C1,69 kV Capacitor 1 ZF Santiago,2,1,1,9.600000381469727,0
P22,ZCANBF-C2,69 kV Capacitor 2 Canabacoa,2,1,1,20.0,0
P22,ZCANBF-C1,69 kV Capacitor 1 Canabacoa,2,1,1,15.600000381469727,0
P22,ZPPL2F-C1,69 kV Capacitor Puerto Plata 2,2,1,1,40.0,0
P22,ZFALCK-C1,34.5 kV Capacitor 1 FALCONDO,4,1,1,21.88921356201172,1
P22,ZFALCK-C2,34.5 kV Capacitor 2 FALCONDO,4,1,1,14.364055633544922,1
P22,ZACLAK-C1,34.5 kV Capacitor Agua Clara,2,1,6,1.0,1
P22,WGNLLK-SF,34.5 kV Capacitor Guanillo,2,8,8,0.9599999189376831,0
P22,ZCOCOF-C1,69 kV Capacitor Cruce de Ocoa,2,1,1,20.0,0
P22,WDUVEF-C1,69 kV Duvergé C1,2,1,1,11.399999618530273,0
P22,ZHAIBF-C1,69 kV Capacitor Haina,2,1,1,40.0,0
P22,ZMTFNK-C1,34.5 kV Capacitor 1 Matafongo,2,1,1,5.0,1
P22,ZMTFNK-C2,34.5 kV Capacitor 2 Matafongo,2,1,1,10.0,1
P22,ZGIRAK-C1,34.5 kV Capacitor Girasol,2,1,3,10.0,0
P22,ZAHONF-C1,69 kV Capacitor Arroyo Hondo,2,1,1,20.0,0
P22,ZHNVAF-C1,69 kV Capacitor Herrera Nueva,2,1,1,20.0,0
P22,ZHNS1F-C1,69 kV Capacitor Hainamosa,2,1,1,40.0,0
P22,ZPIMEF-C1,69 kV Capacitor Pimentel,2,1,1,9.739999771118164,0
P22,ZABANF-C1,69 kV Capacitor Abanico Per,2,1,1,10.0,0
P22,ZPAYIF-C1,69 kV Capacitor Payita,2,1,1,10.0,0
P22,ZCONSF-C1,69 kV Capacitor Constanza,2,1,1,11.420000076293945,0
P22,WSOSDF-C1,69 kV Sosúa 2 C1,2,1,1,20.0,0
P22,WLVPEF-C1,69 kV La Vega PER C1,2,1,1,20.0,0
P23,ZLRMAF-C1,69 kV Capacitor La Romana Pueblo,2,1,1,15.600000381469727,0
P23,ZHIGUF-C1,69 kV Capacitor Higüey,2,1,1,17.0,0
P23,ZSRAFF-C1,69 kV Capacitor Madre Vieja(San Rafael),2,1,1,20.0,0
P23,ZPVD1K-C1,34.5 kV Capacitor 1 PVDC,2,1,3,10.0,0
P23,ZPVD2K-C1,34.5 kV Capacitor 2 PVDC,2,1,3,10.0,0
P23,ZSPMAF-C1,69 kV Capacitor SPM,2,1,1,20.0,0
P23,ZZSANF-C2,69 kV Capacitor 2 ZF Santiago,2,1,1,20.0,0
P23,ZZSANF-C1,69 kV Capacitor 1 ZF Santiago,2,1,1,9.600000381469727,0
P23,ZCANBF-C2,69 kV Capacitor 2 Canabacoa,2,1,1,20.0,0
P23,ZCANBF-C1,69 kV Capacitor 1 Canabacoa,2,1,1,15.600000381469727,0
P23,ZPPL2F-C1,69 kV Capacitor Puerto Plata 2,2,1,1,40.0,0
P23,ZFALCK-C1,34.5 kV Capacitor 1 FALCONDO,4,1,1,21.88921356201172,1
P23,ZFALCK-C2,34.5 kV Capacitor 2 FALCONDO,4,1,1,14.364055633544922,1
P23,ZACLAK-C1,34.5 kV Capacitor Agua Clara,2,1,6,1.0,1
P23,WGNLLK-SF,34.5 kV Capacitor Guanillo,2,8,8,0.9599999189376831,0
P23,ZCOCOF-C1,69 kV Capacitor Cruce de Ocoa,2,1,1,20.0,0
P23,WDUVEF-C1,69 kV Duvergé C1,2,1,1,11.399999618530273,0
P23,ZHAIBF-C1,69 kV Capacitor Haina,2,1,1,40.0,0
P23,ZMTFNK-C1,34.5 kV Capacitor 1 Matafongo,2,1,1,5.0,1
P23,ZMTFNK-C2,34.5 kV Capacitor 2 Matafongo,2,1,1,10.0,1
P23,ZGIRAK-C1,34.5 kV Capacitor Girasol,2,1,3,10.0,0
P23,ZAHONF-C1,69 kV Capacitor Arroyo Hondo,2,1,1,20.0,0
P23,ZHNVAF-C1,69 kV Capacitor Herrera Nueva,2,1,1,20.0,0
P23,ZHNS1F-C1,69 kV Capacitor Hainamosa,2,1,1,40.0,0
P23,ZPIMEF-C1,69 kV Capacitor Pimentel,2,1,1,9.739999771118164,0
P23,ZABANF-C1,69 kV Capacitor Abanico Per,2,1,1,10.0,0
P23,ZPAYIF-C1,69 kV Capacitor Payita,2,1,1,10.0,0
P23,ZCONSF-C1,69 kV Capacitor Constanza,2,1,1,11.420000076293945,0
P23,WSOSDF-C1,69 kV Sosúa 2 C1,2,1,1,20.0,0
P23,WLVPEF-C1,69 kV La Vega PER C1,2,1,1,20.0,0
P24,ZLRMAF-C1,69 kV Capacitor La Romana Pueblo,2,1,1,15.600000381469727,0
P24,ZHIGUF-C1,69 kV Capacitor Higüey,2,1,1,17.0,0
P24,ZSRAFF-C1,69 kV Capacitor Madre Vieja(San Rafael),2,1,1,20.0,0
P24,ZPVD1K-C1,34.5 kV Capacitor 1 PVDC,2,1,3,10.0,0
P24,ZPVD2K-C1,34.5 kV Capacitor 2 PVDC,2,1,3,10.0,0
P24,ZSPMAF-C1,69 kV Capacitor SPM,2,1,1,20.0,0
P24,ZZSANF-C2,69 kV Capacitor 2 ZF Santiago,2,1,1,20.0,0
P24,ZZSANF-C1,69 kV Capacitor 1 ZF Santiago,2,1,1,9.600000381469727,0
P24,ZCANBF-C2,69 kV Capacitor 2 Canabacoa,2,1,1,20.0,0
P24,ZCANBF-C1,69 kV Capacitor 1 Canabacoa,2,1,1,15.600000381469727,0
P24,ZPPL2F-C1,69 kV Capacitor Puerto Plata 2,2,1,1,40.0,0
P24,ZFALCK-C1,34.5 kV Capacitor 1 FALCONDO,4,1,1,21.88921356201172,1
P24,ZFALCK-C2,34.5 kV Capacitor 2 FALCONDO,4,1,1,14.364055633544922,1
P24,ZACLAK-C1,34.5 kV Capacitor Agua Clara,2,1,6,1.0,1
P24,WGNLLK-SF,34.5 kV Capacitor Guanillo,2,8,8,0.9599999189376831,0
P24,ZCOCOF-C1,69 kV Capacitor Cruce de Ocoa,2,1,1,20.0,0
P24,WDUVEF-C1,69 kV Duvergé C1,2,1,1,11.399999618530273,0
P24,ZHAIBF-C1,69 kV Capacitor Haina,2,1,1,40.0,0
P24,ZMTFNK-C1,34.5 kV Capacitor 1 Matafongo,2,1,1,5.0,1
P24,ZMTFNK-C2,34.5 kV Capacitor 2 Matafongo,2,1,1,10.0,1
P24,ZGIRAK-C1,34.5 kV Capacitor Girasol,2,1,3,10.0,0
P24,ZAHONF-C1,69 kV Capacitor Arroyo Hondo,2,1,1,20.0,0
P24,ZHNVAF-C1,69 kV Capacitor Herrera Nueva,2,1,1,20.0,0
P24,ZHNS1F-C1,69 kV Capacitor Hainamosa,2,1,1,40.0,0
P24,ZPIMEF-C1,69 kV Capacitor Pimentel,2,1,1,9.739999771118164,0
P24,ZABANF-C1,69 kV Capacitor Abanico Per,2,1,1,10.0,0
P24,ZPAYIF-C1,69 kV Capacitor Payita,2,1,1,10.0,0
P24,ZCONSF-C1,69 kV Capacitor Constanza,2,1,1,11.420000076293945,0
P24,WSOSDF-C1,69 kV Sosúa 2 C1,2,1,1,20.0,0
P24,WLVPEF-C1,69 kV La Vega PER C1,2,1,1,20.0,0
