planta,dsl,dsl_ruta,modelo,array,origen,n_valores,modelo_encriptado,legible
Planta_Monte Plata Solar,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Planta_Monte Plata Solar.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_PFP,param,0,1,0
Planta_Monte Plata Solar,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Planta_Monte Plata Solar.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_QU,param,0,1,0
Planta_Monte Plata Solar,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Planta_Monte Plata Solar.ElmComp\Protection.ElmDsl,Protection,array_LVRT,param,0,1,0
Planta_Monte Plata Solar,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Planta_Monte Plata Solar.ElmComp\Protection.ElmDsl,Protection,array_HVRT,param,0,1,0
Planta_PF Martí,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Martí.ElmSite\Planta_PF Martí.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_PFP,param,0,1,0
Planta_PF Martí,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Martí.ElmSite\Planta_PF Martí.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_QU,param,0,1,0
Planta_PF Martí,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Martí.ElmSite\Planta_PF Martí.ElmComp\Protection.ElmDsl,Protection,array_LVRT,param,0,1,0
Planta_PF Martí,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Martí.ElmSite\Planta_PF Martí.ElmComp\Protection.ElmDsl,Protection,array_HVRT,param,0,1,0
Plant_PF Maranatha,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Maranatha.ElmSite\Plant_PF Maranatha.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_PFP,param,0,1,0
Plant_PF Maranatha,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Maranatha.ElmSite\Plant_PF Maranatha.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_QU,param,0,1,0
Plant_PF Maranatha,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Maranatha.ElmSite\Plant_PF Maranatha.ElmComp\Protection.ElmDsl,Protection,array_LVRT,param,0,1,0
Plant_PF Maranatha,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Maranatha.ElmSite\Plant_PF Maranatha.ElmComp\Protection.ElmDsl,Protection,array_HVRT,param,0,1,0
Planta_El Soco,PV_CTRL,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\El Soco.ElmSite\Planta_El Soco.ElmComp\PV_CTRL.ElmDsl,E_PV_CTRL,array_U2Id2,param,0,1,0
Planta_El Soco,PV_CTRL,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\El Soco.ElmSite\Planta_El Soco.ElmComp\PV_CTRL.ElmDsl,E_PV_CTRL,array_UId,param,0,1,0
Planta_El Soco,PV_PQREF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\El Soco.ElmSite\Planta_El Soco.ElmComp\PV_PQREF.ElmDsl,E_PV_PQREF,array_QVdroop,param,0,1,0
Planta_El Soco,PROTECTIONS,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\El Soco.ElmSite\Planta_El Soco.ElmComp\PROTECTIONS.ElmDsl,PROTECTIONS,array_uv,param,0,1,0
Planta_El Soco,PROTECTIONS,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\El Soco.ElmSite\Planta_El Soco.ElmComp\PROTECTIONS.ElmDsl,PROTECTIONS,array_dv,param,0,1,0
Planta_El Soco,PROTECTIONS,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\El Soco.ElmSite\Planta_El Soco.ElmComp\PROTECTIONS.ElmDsl,PROTECTIONS,array_ov,param,0,1,0
Planta_El Soco,PROTECTIONS,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\El Soco.ElmSite\Planta_El Soco.ElmComp\PROTECTIONS.ElmDsl,PROTECTIONS,array_uf,param,0,1,0
Planta_El Soco,PROTECTIONS,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\El Soco.ElmSite\Planta_El Soco.ElmComp\PROTECTIONS.ElmDsl,PROTECTIONS,array_of,param,0,1,0
Plant_PF Cotoperí 1,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\Plant_PF Cotoperí 1.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_PFP,param,0,1,0
Plant_PF Cotoperí 1,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\Plant_PF Cotoperí 1.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_QU,param,0,1,0
Plant_PF Cotoperí 1,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\Plant_PF Cotoperí 1.ElmComp\Protection.ElmDsl,Protection,array_LVRT,param,0,1,0
Plant_PF Cotoperí 1,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\Plant_PF Cotoperí 1.ElmComp\Protection.ElmDsl,Protection,array_HVRT,param,0,1,0
Plant_PF Cotoperí 2,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\Plant_PF Cotoperí 2.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_PFP,param,0,1,0
Plant_PF Cotoperí 2,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\Plant_PF Cotoperí 2.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_QU,param,0,1,0
Plant_PF Cotoperí 2,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\Plant_PF Cotoperí 2.ElmComp\Protection.ElmDsl,Protection,array_LVRT,param,0,1,0
Plant_PF Cotoperí 2,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\Plant_PF Cotoperí 2.ElmComp\Protection.ElmDsl,Protection,array_HVRT,param,0,1,0
Plant_PF Cotoperí 3,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\Plant_PF Cotoperí 3.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_PFP,param,0,1,0
Plant_PF Cotoperí 3,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\Plant_PF Cotoperí 3.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_QU,param,0,1,0
Plant_PF Cotoperí 3,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\Plant_PF Cotoperí 3.ElmComp\Protection.ElmDsl,Protection,array_LVRT,param,0,1,0
Plant_PF Cotoperí 3,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\Plant_PF Cotoperí 3.ElmComp\Protection.ElmDsl,Protection,array_HVRT,param,0,1,0
Planta_PF Coastal G2,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Coastal.ElmSite\Planta_PF Coastal G2.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_PFP,param,0,1,0
Planta_PF Coastal G2,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Coastal.ElmSite\Planta_PF Coastal G2.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_QU,param,0,1,0
Planta_PF Coastal G2,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Coastal.ElmSite\Planta_PF Coastal G2.ElmComp\Protection.ElmDsl,Protection,array_LVRT,param,0,1,0
Planta_PF Coastal G2,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Coastal.ElmSite\Planta_PF Coastal G2.ElmComp\Protection.ElmDsl,Protection,array_HVRT,param,0,1,0
Planta_PF Coastal G1,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Coastal.ElmSite\Planta_PF Coastal G1.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_PFP,param,0,1,0
Planta_PF Coastal G1,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Coastal.ElmSite\Planta_PF Coastal G1.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_QU,param,0,1,0
Planta_PF Coastal G1,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Coastal.ElmSite\Planta_PF Coastal G1.ElmComp\Protection.ElmDsl,Protection,array_LVRT,param,0,1,0
Planta_PF Coastal G1,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Coastal.ElmSite\Planta_PF Coastal G1.ElmComp\Protection.ElmDsl,Protection,array_HVRT,param,0,1,0
Planta_Monción 1_PIPAC,PCO Moncion,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Planta_Monción 1_PIPAC.ElmComp\PCO Moncion.ElmDsl,NEYPRIC 1500,array_vchar,param,0,0,0
Planta_Monción 1_PIPAC,pmu_Monción 1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Planta_Monción 1_PIPAC.ElmComp\pmu_Monción 1.ElmDsl,pmu_TrWHydroFrancis(2),array_ytat,param,0,0,0
Planta_Monción 2_PIPAC,PCO Moncion,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Planta_Monción 2_PIPAC.ElmComp\PCO Moncion.ElmDsl,NEYPRIC 1500,array_vchar,param,0,0,0
Planta_Monción 2_PIPAC,pmu_Monción 2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Planta_Monción 2_PIPAC.ElmComp\pmu_Monción 2.ElmDsl,pmu_TrWHydroFrancis(2),array_ytat,param,0,0,0
Planta_Tavera 1_PIPAC,PCO Tavera,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Planta_Tavera 1_PIPAC.ElmComp\PCO Tavera.ElmDsl,NEYPRIC 1500,array_vchar,param,0,0,0
Planta_Tavera 1_PIPAC,pmu_Tavera 1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Planta_Tavera 1_PIPAC.ElmComp\pmu_Tavera 1.ElmDsl,pmu_TrWHydroFrancis,array_ytat,param,0,0,0
Planta_Tavera 2_PIPAC,PCO Tavera,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Planta_Tavera 2_PIPAC.ElmComp\PCO Tavera.ElmDsl,NEYPRIC 1500,array_vchar,param,0,0,0
Planta_Tavera 2_PIPAC,pmu_Tavera 2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Planta_Tavera 2_PIPAC.ElmComp\pmu_Tavera 2.ElmDsl,pmu_TrWHydroFrancis,array_ytat,param,0,0,0
Planta_SAJOMA,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SAJOMA.ElmSite\Planta_SAJOMA.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_PFP,param,0,1,0
Planta_SAJOMA,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SAJOMA.ElmSite\Planta_SAJOMA.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_QU,param,0,1,0
Planta_SAJOMA,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SAJOMA.ElmSite\Planta_SAJOMA.ElmComp\Protection.ElmDsl,Protection,array_LVRT,param,0,1,0
Planta_SAJOMA,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SAJOMA.ElmSite\Planta_SAJOMA.ElmComp\Protection.ElmDsl,Protection,array_HVRT,param,0,1,0
Planta_Agua Clara,CONTROL_SYSTEM_S,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Planta_Agua Clara.ElmComp\CONTROL_SYSTEM_S.ElmDsl,CONTROL_SYSTEM,array_OptiPitch,param,0,1,0
Planta_Agua Clara,CONTROL_SYSTEM_S,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Planta_Agua Clara.ElmComp\CONTROL_SYSTEM_S.ElmDsl,CONTROL_SYSTEM,array_InterplDeltaStatorPwMaxInstVsGenSpd,param,0,1,0
Planta_Agua Clara,CONTROL_SYSTEM_S,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Planta_Agua Clara.ElmComp\CONTROL_SYSTEM_S.ElmDsl,CONTROL_SYSTEM,array_InterplInvGainPropVsPitch,param,0,1,0
Planta_Agua Clara,CONTROL_SYSTEM_S,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Planta_Agua Clara.ElmComp\CONTROL_SYSTEM_S.ElmDsl,CONTROL_SYSTEM,array_InterplGainDerivVsPitch,param,0,1,0
Planta_Agua Clara,CONTROL_SYSTEM_S,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Planta_Agua Clara.ElmComp\CONTROL_SYSTEM_S.ElmDsl,CONTROL_SYSTEM,array_InterplDipPuRateVsTq,param,0,1,0
Planta_Agua Clara,CONTROL_SYSTEM_S,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Planta_Agua Clara.ElmComp\CONTROL_SYSTEM_S.ElmDsl,CONTROL_SYSTEM,array_InterplDipPuRateVsGenAcc,param,0,1,0
Planta_Agua Clara,CONTROL_SYSTEM_S,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Planta_Agua Clara.ElmComp\CONTROL_SYSTEM_S.ElmDsl,CONTROL_SYSTEM,array_InterplDipPuRateVsGenSpeed,param,0,1,0
Planta_Agua Clara,ELEC_CTRL_S,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Planta_Agua Clara.ElmComp\ELEC_CTRL_S.ElmDsl,ELEC_CTRL,array_injection,param,0,1,0
Planta_Agua Clara,ELEC_CTRL_S,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Planta_Agua Clara.ElmComp\ELEC_CTRL_S.ElmDsl,ELEC_CTRL,array_rcrowbar,param,0,1,0
Planta_Agua Clara,ELEC_CTRL_S,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Planta_Agua Clara.ElmComp\ELEC_CTRL_S.ElmDsl,ELEC_CTRL,matrix_au_p,param,0,1,0
Planta_Agua Clara,ELEC_CTRL_S,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Planta_Agua Clara.ElmComp\ELEC_CTRL_S.ElmDsl,ELEC_CTRL,array_UQMAX,param,0,1,0
Planta_Agua Clara,ELEC_CTRL_S,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Planta_Agua Clara.ElmComp\ELEC_CTRL_S.ElmDsl,ELEC_CTRL,array_UQMIN,param,0,1,0
Planta_Agua Clara,ELEC_CTRL_S,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Planta_Agua Clara.ElmComp\ELEC_CTRL_S.ElmDsl,ELEC_CTRL,array_PQMAX,param,0,1,0
Planta_Agua Clara,ELEC_CTRL_S,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Planta_Agua Clara.ElmComp\ELEC_CTRL_S.ElmDsl,ELEC_CTRL,array_PQMIN,param,0,1,0
