for_name,loc_name,ruta,clase,tap_actual,outserv,tap_hv,tap_mv,tap_lv
WMPSOF_WMPSOK-T1,69/20 kV Transformador Monte Plata Solar,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\69/20 kV Transformador Monte Plata Solar.ElmTr2,ElmTr2,0,0,,,
WGPALF_WPAL3K-T1,69/13.8 kV Transformador Palamara Grupo3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Diésel Palamara.ElmSite\69/13.8 kV Transformador Palamara Grupo3.ElmTr2,ElmTr2,0,0,,,
WGPALF_WPAL2K-T1,69/13.8 kV Transformador Palamara Grupo2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Diésel Palamara.ElmSite\69/13.8 kV Transformador Palamara Grupo2.ElmTr2,ElmTr2,0,0,,,
WGPALF_WPAL1K-T1,69/13.8 kV Transformador Palamara Grupo1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Diésel Palamara.ElmSite\69/13.8 kV Transformador Palamara Grupo1.ElmTr2,ElmTr2,0,0,,,
WINCAF-WINCAK-T2,69/12.5 kV INCA km 22 T2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\INCA km 22.ElmSite\69/12.5 kV INCA km 22 T2.ElmTr2,ElmTr2,-1,0,,,
WEMA3F_WEMB3K-T1,66/13.8 kV Transformador EDM3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\EDM 3.ElmSite\66/13.8 kV Transformador EDM3.ElmTr2,ElmTr2,0,0,,,
WMPALF_WMPALK-T1,69/34.5 kV Transformador Mata de Palma,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Mata de Palma.ElmSite\69/34.5 kV Transformador Mata de Palma.ElmTr2,ElmTr2,8,0,,,
WMARTF_WMARTK-T1,69/34.5 kV Transformador Martí,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Martí.ElmSite\69/34.5 kV Transformador Martí.ElmTr2,ElmTr2,3,0,,,
WHNS1F_WMARAK-T1,69/13.8 kV Transformador Maranatha,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Maranatha.ElmSite\69/13.8 kV Transformador Maranatha.ElmTr2,ElmTr2,0,0,,,
WINCAF-WINCAK-T1,69/12.5 kV INCA km 22 T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69/12.5 kV INCA km 22 T1.ElmTr2,ElmTr2,0,0,,,
WJSAUD_WJSAUE-T1,345/138 kV Transformador 1 Julio Sauri,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\345/138 kV Transformador 1 Julio Sauri.ElmTr2,ElmTr2,12,0,,,
WJSAUD_WJSAUE-T2,345/138 kV Transformador 2 Julio Sauri,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\345/138 kV Transformador 2 Julio Sauri.ElmTr2,ElmTr2,12,0,,,
WNARAD_WNARAE-T2,345/138 kV Transformador 2 El Naranjo,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\345/138 kV Transformador 2 El Naranjo.ElmTr2,ElmTr2,7,0,,,
WNARAD_WNARAE-T1,345/138 kV Transformador 1 El Naranjo,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\345/138 kV Transformador 1 El Naranjo.ElmTr2,ElmTr2,7,0,,,
WQU11D_WQU21K-T1,230/13.8 kV Transformador Quisqueya 2 G1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\230/13.8 kV Transformador Quisqueya 2 G1.ElmTr2,ElmTr2,0,0,,,
WQU11D_WQU22K-T2,230/13.8 kV Transformador Quisqueya 2 G2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\230/13.8 kV Transformador Quisqueya 2 G2.ElmTr2,ElmTr2,0,0,,,
WQU11D_WQU23K-T3,230/13.8 kV Transformador Quisqueya 2 G3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\230/13.8 kV Transformador Quisqueya 2 G3.ElmTr2,ElmTr2,0,0,,,
WQUISD_WQ1SPK-T1,230/13.8 kV Transformador Q1 San Pedro,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\230/13.8 kV Transformador Q1 San Pedro.ElmTr2,ElmTr2,0,0,,,
WQU21D_WQU12K-T2,230/13.8 kV Transformador Quisqueya 1 G2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\230/13.8 kV Transformador Quisqueya 1 G2.ElmTr2,ElmTr2,0,0,,,
WQU21D_WQU13K-T3,230/13.8 kV Transformador Quisqueya 1 G3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\230/13.8 kV Transformador Quisqueya 1 G3.ElmTr2,ElmTr2,0,0,,,
WPVDCD_WPVD1K-T1,230/34.5 kV Transformador 1 PVDC,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\230/34.5 kV Transformador 1 PVDC.ElmTr2,ElmTr2,0,0,,,
WPVDCD_WPVD2K-T1,230/34.5 kV Transformador 2 PVDC,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\230/34.5 kV Transformador 2 PVDC.ElmTr2,ElmTr2,0,0,,,
WPCA2D_WPCA1K-T1,345/22 kV Transformador Punta Catalina 1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\345/22 kV Transformador Punta Catalina 1.ElmTr2,ElmTr2,3,0,,,
WPCA2D_WPCA2K-T1,345/22 kV Transformador Punta Catalina 2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\345/22 kV Transformador Punta Catalina 2.ElmTr2,ElmTr2,3,0,,,
WBON3D_WBON3C-T1,345/230 kV Transformador 2 Bonao 3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Bonao 3.ElmSite\345/230 kV Transformador 2 Bonao 3.ElmTr2,ElmTr2,22,0,,,
WBON3C_WBON3E-T2,230/138 kV Transformador 2 Bonao 3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Bonao 3.ElmSite\230/138 kV Transformador 2 Bonao 3.ElmTr2,ElmTr2,10,0,,,
WGUERD_WGUERE-T1,345/138 kV Transformador 1 Guerra,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\345/138 kV Transformador 1 Guerra.ElmTr2,ElmTr2,5,0,,,
WGUERD_WGUERE-T2,345/138 kV Transformador 2 Guerra,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\345/138 kV Transformador 2 Guerra.ElmTr2,ElmTr2,5,0,,,
WSESTE_WSES1K-T1,138/13.8 kV Transformador Sultana Este 1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\138/13.8 kV Transformador Sultana Este 1.ElmTr2,ElmTr2,0,0,,,
WSESTE_WSES2K-T1,138/13.8 kV Transformador Sultana Este 2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\138/13.8 kV Transformador Sultana Este 2.ElmTr2,ElmTr2,-2,1,,,
WSESTE_WSES3K-T1,138/13.8 kV Transformador Sultana Este 3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\138/13.8 kV Transformador Sultana Este 3.ElmTr2,ElmTr2,-10,1,,,
WLROME_WLROMF-T1,138/69 kV Transformador La Romana,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\La Romana.ElmSite\138/69 kV Transformador La Romana.ElmTr2,ElmTr2,13,0,,,
WSPM2E_WCES3K-T1,138/13.8 kV Transformador CESPM 3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\138/13.8 kV Transformador CESPM 3.ElmTr2,ElmTr2,0,0,,,
WSPM2E_WCES2K-T1,138/13.8 kV Transformador CESPM 2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\138/13.8 kV Transformador CESPM 2.ElmTr2,ElmTr2,0,0,,,
WSPM2E_WCES1K-T1,138/13.8 kV Transformador CESPM 1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\138/13.8 kV Transformador CESPM 1.ElmTr2,ElmTr2,0,0,,,
WENE4E_WXEN4K-T1,138/13.8 kV Transformador ENERGAS 4 TG,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\138/13.8 kV Transformador ENERGAS 4 TG.ElmTr2,ElmTr2,0,0,,,
WENE4E_WXEV4K-T1,138/13.8 kV Transformador ENERGAS 4 TV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\138/13.8 kV Transformador ENERGAS 4 TV.ElmTr2,ElmTr2,0,0,,,
WCEMEE_WCEMEK-T1,138/13.8 kV Transformador CEMEX,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\138/13.8 kV Transformador CEMEX.ElmTr2,ElmTr2,0,0,,,
WCEMEE_WCEMEK-T2,138/13.8 kV Trafo 2 CEMEX 40 MVA,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\138/13.8 kV Trafo 2 CEMEX 40 MVA.ElmTr2,ElmTr2,3,0,,,
WCUMAE_WXCU1K-T1,138/34.5 kV Transformador PF Cumayasa 1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\138/34.5 kV Transformador PF Cumayasa 1.ElmTr2,ElmTr2,0,0,,,
WCUMBE_WXCU2K-T1,138/34.5 kV Transformador PF Cumayasa 2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\138/34.5 kV Transformador PF Cumayasa 2.ElmTr2,ElmTr2,0,0,,,
WCUMBE_WXCU4K-T1,138/34.5 kV Transformador PF Cumayasa 4,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\138/34.5 kV Transformador PF Cumayasa 4.ElmTr2,ElmTr2,1,0,,,
WLORIE_WLORIK-T1,138/12.47 kV Transformador Los Orígenes,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\138/12.47 kV Transformador Los Orígenes.ElmTr2,ElmTr2,1,0,,,
WSPBEE_WSPB1K-T1,138/13.8 kV Transformador SP Bio-Energy,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\138/13.8 kV Transformador SP Bio-Energy.ElmTr2,ElmTr2,5,0,,,
WSPMAE_WSPMAF-T1,138/69 kV Transformador SPM,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\138/69 kV Transformador SPM.ElmTr2,ElmTr2,9,0,,,
WHMA2E_WHMA2F-T1,138/69 kV Transformador Hato Mayor 2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Hato Mayor 2.ElmSite\138/69 kV Transformador Hato Mayor 2.ElmTr2,ElmTr2,11,0,,,
WESOCE_WESOCK-T1,138/34.5 kV Transformador PS El Soco,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\El Soco.ElmSite\138/34.5 kV Transformador PS El Soco.ElmTr2,ElmTr2,0,0,,,
WCOTOE_WCSO1K-T1,138/34.5 kV Cotoperí T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\138/34.5 kV Cotoperí T1.ElmTr2,ElmTr2,0,0,,,
WCOTOE_WCSO2K-T1,138/34.5 kV Cotoperí T2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\138/34.5 kV Cotoperí T2.ElmTr2,ElmTr2,0,0,,,
WCOTOE_WCSO3K-T1,138/34.5 kV Cotoperí T3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\138/34.5 kV Cotoperí T3.ElmTr2,ElmTr2,0,0,,,
WCOAPE_WCOA1K-T1,138/34.5 kV Transformador PF Coastal T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Coastal.ElmSite\138/34.5 kV Transformador PF Coastal T1.ElmTr2,ElmTr2,0,0,,,
WCOAPE_WCOA2K-T1,138/34.5 kV Transformador PF Coastal T2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Coastal.ElmSite\138/34.5 kV Transformador PF Coastal T2.ElmTr2,ElmTr2,0,0,,,
WZSANE_WZSANF-T1,138/69 kV Transformador ZF Santiago,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\ZF Santiago.ElmSite\138/69 kV Transformador ZF Santiago.ElmTr2,ElmTr2,9,0,,,
WBON2E_WBON2F-T1,138/69 kV Transformador Bonao 2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Bonao 2.ElmSite\138/69 kV Transformador Bonao 2.ElmTr2,ElmTr2,12,0,,,
WZMONK_WCEMOK-T1,13.8/4.16 kV Transformador CE Monción,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\13.8/4.16 kV Transformador CE Monción.ElmTr2,ElmTr2,0,0,,,
WMONCE_WMONCK-T2,138/13.8 kV Transformador Monción 2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\138/13.8 kV Transformador Monción 2.ElmTr2,ElmTr2,2,0,,,
WMONCE_WMONCK-T1,138/13.8 kV Transformador Monción 1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\138/13.8 kV Transformador Monción 1.ElmTr2,ElmTr2,2,0,,,
WMONCK_WZMONK-T1,13.8/4.16 kV Transformador Zona Monción,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\13.8/4.16 kV Transformador Zona Monción.ElmTr2,ElmTr2,0,0,,,
WPIMEE_WPIM3K-T1,138/13.8 kV Trafo Pimentel Grupo 3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\138/13.8 kV Trafo Pimentel Grupo 3.ElmTr2,ElmTr2,1,0,,,
WPIMEE_WPIM2K-T1,138/13.8 kV Trafo Pimentel Grupo 2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\138/13.8 kV Trafo Pimentel Grupo 2.ElmTr2,ElmTr2,1,0,,,
WPIMEE_WPIM1K-T1,138/13.8 kV Trafo Pimentel Grupo 1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\138/13.8 kV Trafo Pimentel Grupo 1.ElmTr2,ElmTr2,1,0,,,
WCANAE_WCANBF-T2,138/69 kV Transformador 2 Canabacoa,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Canabacoa.ElmSite\138/69 kV Transformador 2 Canabacoa.ElmTr2,ElmTr2,13,0,,,
WCANAE_WCANBF-T1,138/69 kV Transformador Canabacoa,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Canabacoa.ElmSite\138/69 kV Transformador Canabacoa.ElmTr2,ElmTr2,16,0,,,
WPPL2E_WPPL2F-T1,138/69 kV Trafo Puerto Plata 2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Puerto Plata 2.ElmSite\138/69 kV Trafo Puerto Plata 2.ElmTr2,ElmTr2,13,0,,,
WNAG2E_WNAG2F-T1,138/69 kV Transformador Nagua 2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Nagua.ElmSite\138/69 kV Transformador Nagua 2.ElmTr2,ElmTr2,14,0,,,
WLANGE_WLANGK-T1,138/13.8 Transformador López Angostura,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\López Angostura.ElmSite\138/13.8 Transformador López Angostura.ElmTr2,ElmTr2,0,0,,,
WFALCE_WFALCK-T1,138/34.5 kV Transformador FALCONDO,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Falcondo.ElmSite\ZFALCE.ElmSubstat\138/34.5 kV Transformador FALCONDO.ElmTr2,ElmTr2,5,1,,,
WTAVBE_WBAI1K-T1,12.47/0.44 kV Transfomador 1 Baiguaque,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\12.47/0.44 kV Transfomador 1 Baiguaque.ElmTr2,ElmTr2,-3,0,,,
WTAVBE_WBAI2K-T1,34.5/12.47 kV Trafo Jánico,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\34.5/12.47 kV Trafo Jánico.ElmTr2,ElmTr2,-3,0,,,
WTAVBE_WTAV2K-T1,138/13.8 kV Transformador Tavera 2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\138/13.8 kV Transformador Tavera 2.ElmTr2,ElmTr2,2,0,,,
WTAVEE_WTAV1K-T1,138/13.8 kV Transformador Tavera 1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\138/13.8 kV Transformador Tavera 1.ElmTr2,ElmTr2,2,0,,,
WFALCF_WFALCK-T1,69/34.5 kV Transformador FALCONDO,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\69/34.5 kV Transformador FALCONDO.ElmTr2,ElmTr2,3,1,,,
WSAJ1E_WSAJOK-T1,138/34.5 kV Transformador PF SAJOMA,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SAJOMA.ElmSite\138/34.5 kV Transformador PF SAJOMA.ElmTr2,ElmTr2,0,0,,,
WGUAYE_WPFM1K-T1,138/20 kV Trafo Monte Cristi Solar G1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\138/20 kV Trafo Monte Cristi Solar G1.ElmTr2,ElmTr2,3,0,,,
WGUAYE_WPFM2K-T1,138/20 kV Trafo Monte Cristi Solar G2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\138/20 kV Trafo Monte Cristi Solar G2.ElmTr2,ElmTr2,3,0,,,
WACLAE_WACLAK-T1,138/34.5 kV Transformador Agua Clara,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\138/34.5 kV Transformador Agua Clara.ElmTr2,ElmTr2,2,0,,,
WGNLLE_WGNLLK-T1,138/34.5 kV Transformador Guanillo,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\138/34.5 kV Transformador Guanillo.ElmTr2,ElmTr2,0,0,,,
