relay_for_name,relay_root,relay_ruta,subrelay,etapa,f_arranque_hz,dfdt_hz_s,retardo_s,etapa_outserv,subrelay_outserv,relay_outserv,activa_efectiva,terminal,terminal_for_name,terminal_kV,cubiculo,interruptor,objeto_disparado,objeto_clase,objeto_for_name,es_malla,n_cargas_aguas_abajo,MW_deslastrados,Mvar_deslastrados,n_gens_aguas_abajo,MW_gen_desconectados
,ZPALAE_ZVALDE-L1-7SA6,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Palamara.ElmSite\ZPALAE.ElmSubstat\12.ElmTerm\Cub_1.StaCubic\ZPALAE_ZVALDE-L1-7SA6.ElmRelay,Frequency (60Hz),f3,59.5,0.0,3.0,1,1,1,0,12,,138.0,Cub_1,,138 kV Palamara – SCN L2_a,ElmLne,ZPAL1E_ZXSC4E-L1,1,0,0,0,0,0
,ZPALAE_ZVALDE-L1-7SA6,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Palamara.ElmSite\ZPALAE.ElmSubstat\12.ElmTerm\Cub_1.StaCubic\ZPALAE_ZVALDE-L1-7SA6.ElmRelay,Frequency (60Hz),f4,62.0,0.0,30.0,1,1,1,0,12,,138.0,Cub_1,,138 kV Palamara – SCN L2_a,ElmLne,ZPAL1E_ZXSC4E-L1,1,0,0,0,0,0
,ZPALAE_ZVALDE-L1-7SJ804,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Palamara.ElmSite\ZPALAE.ElmSubstat\12.ElmTerm\Cub_1.StaCubic\ZPALAE_ZVALDE-L1-7SJ804.ElmRelay,,81_1,50.0,0.0,60.0,1,,1,0,12,,138.0,Cub_1,,138 kV Palamara – SCN L2_a,ElmLne,ZPAL1E_ZXSC4E-L1,1,0,0,0,0,0
,ZPALAE_ZVALDE-L1-7SJ804,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Palamara.ElmSite\ZPALAE.ElmSubstat\12.ElmTerm\Cub_1.StaCubic\ZPALAE_ZVALDE-L1-7SJ804.ElmRelay,,81_2,50.0,0.0,30.0,1,,1,0,12,,138.0,Cub_1,,138 kV Palamara – SCN L2_a,ElmLne,ZPAL1E_ZXSC4E-L1,1,0,0,0,0,0
,ZPALAE_ZVALDE-L1-7SJ804,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Palamara.ElmSite\ZPALAE.ElmSubstat\12.ElmTerm\Cub_1.StaCubic\ZPALAE_ZVALDE-L1-7SJ804.ElmRelay,,81_3,50.0,0.0,3.0,1,,1,0,12,,138.0,Cub_1,,138 kV Palamara – SCN L2_a,ElmLne,ZPAL1E_ZXSC4E-L1,1,0,0,0,0,0
,ZPALAE_ZVALDE-L1-7SJ804,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Palamara.ElmSite\ZPALAE.ElmSubstat\12.ElmTerm\Cub_1.StaCubic\ZPALAE_ZVALDE-L1-7SJ804.ElmRelay,,81_4,51.0,0.0,30.0,1,,1,0,12,,138.0,Cub_1,,138 kV Palamara – SCN L2_a,ElmLne,ZPAL1E_ZXSC4E-L1,1,0,0,0,0,0
,LOS MINA 138 T2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2.ElmRelay,,EDE 1 F<,59.29999923706055,0.0,0.10000000149011612,1,,0,0,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2.ElmRelay,,EDE 2 F<,59.20000076293945,0.0,0.10000000149011612,1,,0,0,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2.ElmRelay,,EDE 3 F<,59.099998474121094,0.0,0.10000000149011612,1,,0,0,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2.ElmRelay,,EDE 4 F<,59.0,0.0,0.10000000149011612,1,,0,0,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2.ElmRelay,,EDE 5 F<,58.900001525878906,0.0,0.10000000149011612,1,,0,0,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2.ElmRelay,,EDE 6 F<,58.79999923706055,0.0,0.10000000149011612,0,,0,1,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2 dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2 dF/dt.ElmRelay,,EDE 0 F<,58.900001525878906,0.0,0.10000000149011612,0,,0,1,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2 dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2 dF/dt.ElmRelay,,EDE 0 Start-dF/dt,59.29999923706055,0.0,0.10000000149011612,0,,0,1,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2 dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2 dF/dt.ElmRelay,,EDE 0 dF/dt,59.099998474121094,-2.0,0.10000000149011612,0,,0,1,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2 dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2 dF/dt.ElmRelay,,EDE 1 F<,58.900001525878906,0.0,0.10000000149011612,1,,0,0,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2 dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2 dF/dt.ElmRelay,,EDE 1 Start-dF/dt,59.29999923706055,0.0,0.10000000149011612,1,,0,0,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2 dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2 dF/dt.ElmRelay,,EDE 1 dF/dt,58.79999923706055,-2.0,0.10000000149011612,1,,0,0,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2 dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2 dF/dt.ElmRelay,,EDE 2 F<,59.20000076293945,0.0,0.0,1,,0,0,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2 dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2 dF/dt.ElmRelay,,EDE 2 Start-dF/dt,59.20000076293945,0.0,0.0,1,,0,0,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2 dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2 dF/dt.ElmRelay,,EDE 2 dF/dt,0.0,-2.0,0.0,1,,0,0,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2 dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2 dF/dt.ElmRelay,,EDE 3 F<,59.099998474121094,0.0,0.0,1,,0,0,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2 dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2 dF/dt.ElmRelay,,EDE 3 Start-dF/dt,59.099998474121094,0.0,0.0,1,,0,0,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2 dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2 dF/dt.ElmRelay,,EDE 3 dF/dt,0.0,-2.0,0.0,1,,0,0,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2 dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2 dF/dt.ElmRelay,,EDE 4 F<,59.0,0.0,0.0,1,,0,0,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2 dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2 dF/dt.ElmRelay,,EDE 4 Start-dF/dt,59.0,0.0,0.0,1,,0,0,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2 dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2 dF/dt.ElmRelay,,EDE 4 dF/dt,0.0,-2.0,0.0,1,,0,0,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2 dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2 dF/dt.ElmRelay,,EDE 5 F<,58.900001525878906,0.0,0.0,1,,0,0,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2 dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2 dF/dt.ElmRelay,,EDE 5 Start-dF/dt,58.900001525878906,0.0,0.0,1,,0,0,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2 dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2 dF/dt.ElmRelay,,EDE 5 dF/dt,0.0,-2.0,0.0,1,,0,0,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2 dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2 dF/dt.ElmRelay,,EDE 6 F<,58.79999923706055,0.0,0.0,1,,0,0,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2 dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2 dF/dt.ElmRelay,,EDE 6 Start-dF/dt,58.79999923706055,0.0,0.0,1,,0,0,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,LOS MINA 138 T2 dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R4.ElmTerm\Cub_1.StaCubic\LOS MINA 138 T2 dF/dt.ElmRelay,,EDE 6 dF/dt,0.0,-2.0,0.0,1,,0,0,R4,,138.0,Cub_1,,Demanda 1 Los Mina,ElmLod,ZLM21E-D1,0,1,0.0,0.0,0,0
,ZLMINE_ZVDUAE-L1-7SA6,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R2.ElmTerm\Cub_1.StaCubic\ZLMINE_ZVDUAE-L1-7SA6.ElmRelay,Frequency (50Hz),f1,49.5,0.0,60.0,1,0,1,0,R2,,138.0,Cub_1,,138 kV Los Mina – Villa Duarte,ElmLne,ZLMINE_ZVDUAE-L1,1,0,0,0,0,0
,ZLMINE_ZVDUAE-L1-7SA6,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R2.ElmTerm\Cub_1.StaCubic\ZLMINE_ZVDUAE-L1-7SA6.ElmRelay,Frequency (50Hz),f2,49.0,0.0,30.0,1,0,1,0,R2,,138.0,Cub_1,,138 kV Los Mina – Villa Duarte,ElmLne,ZLMINE_ZVDUAE-L1,1,0,0,0,0,0
,ZLMINE_ZVDUAE-L1-7SA6,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R2.ElmTerm\Cub_1.StaCubic\ZLMINE_ZVDUAE-L1-7SA6.ElmRelay,Frequency (50Hz),f3,47.5,0.0,3.0,1,0,1,0,R2,,138.0,Cub_1,,138 kV Los Mina – Villa Duarte,ElmLne,ZLMINE_ZVDUAE-L1,1,0,0,0,0,0
,ZLMINE_ZVDUAE-L1-7SA6,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R2.ElmTerm\Cub_1.StaCubic\ZLMINE_ZVDUAE-L1-7SA6.ElmRelay,Frequency (50Hz),f4,51.0,0.0,30.0,1,0,1,0,R2,,138.0,Cub_1,,138 kV Los Mina – Villa Duarte,ElmLne,ZLMINE_ZVDUAE-L1,1,0,0,0,0,0
,ZLMINE_ZVDUAE-L1-7SA6,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R2.ElmTerm\Cub_1.StaCubic\ZLMINE_ZVDUAE-L1-7SA6.ElmRelay,Frequency (60Hz),f1,59.5,0.0,60.0,1,1,1,0,R2,,138.0,Cub_1,,138 kV Los Mina – Villa Duarte,ElmLne,ZLMINE_ZVDUAE-L1,1,0,0,0,0,0
,ZLMINE_ZVDUAE-L1-7SA6,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R2.ElmTerm\Cub_1.StaCubic\ZLMINE_ZVDUAE-L1-7SA6.ElmRelay,Frequency (60Hz),f2,57.0,0.0,30.0,1,1,1,0,R2,,138.0,Cub_1,,138 kV Los Mina – Villa Duarte,ElmLne,ZLMINE_ZVDUAE-L1,1,0,0,0,0,0
,ZLMINE_ZVDUAE-L1-7SA6,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R2.ElmTerm\Cub_1.StaCubic\ZLMINE_ZVDUAE-L1-7SA6.ElmRelay,Frequency (60Hz),f3,59.5,0.0,3.0,1,1,1,0,R2,,138.0,Cub_1,,138 kV Los Mina – Villa Duarte,ElmLne,ZLMINE_ZVDUAE-L1,1,0,0,0,0,0
,ZLMINE_ZVDUAE-L1-7SA6,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R2.ElmTerm\Cub_1.StaCubic\ZLMINE_ZVDUAE-L1-7SA6.ElmRelay,Frequency (60Hz),f4,62.0,0.0,30.0,1,1,1,0,R2,,138.0,Cub_1,,138 kV Los Mina – Villa Duarte,ElmLne,ZLMINE_ZVDUAE-L1,1,0,0,0,0,0
,ZLMINE_ZHNSAE-L3-7SD52,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\L1.ElmTerm\Cub_1.StaCubic\ZLMINE_ZHNSAE-L3-7SD52.ElmRelay,Distance/Overcurrent/Voltage,f1,45.5,0.0,0.0,1,1,1,0,L1,,138.0,Cub_1,,Demanda 2 Los Mina,ElmLod,ZLMINE-D1,0,1,62.76,9.36,0,0
,ZLMINE_ZHNSAE-L3-7SD52,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\L1.ElmTerm\Cub_1.StaCubic\ZLMINE_ZHNSAE-L3-7SD52.ElmRelay,Distance/Overcurrent/Voltage,f2,45.5,0.0,0.0,1,1,1,0,L1,,138.0,Cub_1,,Demanda 2 Los Mina,ElmLod,ZLMINE-D1,0,1,62.76,9.36,0,0
,ZLMINE_ZHNSAE-L3-7SD52,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\L1.ElmTerm\Cub_1.StaCubic\ZLMINE_ZHNSAE-L3-7SD52.ElmRelay,Distance/Overcurrent/Voltage,f3,45.5,0.0,0.0,1,1,1,0,L1,,138.0,Cub_1,,Demanda 2 Los Mina,ElmLod,ZLMINE-D1,0,1,62.76,9.36,0,0
,ZLMINE_ZHNSAE-L3-7SD52,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\L1.ElmTerm\Cub_1.StaCubic\ZLMINE_ZHNSAE-L3-7SD52.ElmRelay,Distance/Overcurrent/Voltage,f4,45.5,0.0,0.0,1,1,1,0,L1,,138.0,Cub_1,,Demanda 2 Los Mina,ElmLod,ZLMINE-D1,0,1,62.76,9.36,0,0
,ZLMINE_ZLMI5E-L1-7SJ80,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\ZLMINE_ZLMI5E-L1-7SJ80.ElmRelay,,81_1,50.0,0.0,60.0,1,,1,0,L2,,138.0,Cub_1,,138 kV Los Mina – Los Mina 5,ElmLne,ZLMI5E_ZLMINE-L1,0,0,0,0,1,101.091
,ZLMINE_ZLMI5E-L1-7SJ80,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\ZLMINE_ZLMI5E-L1-7SJ80.ElmRelay,,81_2,50.0,0.0,30.0,1,,1,0,L2,,138.0,Cub_1,,138 kV Los Mina – Los Mina 5,ElmLne,ZLMI5E_ZLMINE-L1,0,0,0,0,1,101.091
,ZLMINE_ZLMI5E-L1-7SJ80,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\ZLMINE_ZLMI5E-L1-7SJ80.ElmRelay,,81_3,50.0,0.0,3.0,1,,1,0,L2,,138.0,Cub_1,,138 kV Los Mina – Los Mina 5,ElmLne,ZLMI5E_ZLMINE-L1,0,0,0,0,1,101.091
,ZLMINE_ZLMI5E-L1-7SJ80,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\ZLMINE_ZLMI5E-L1-7SJ80.ElmRelay,,81_4,51.0,0.0,30.0,1,,1,0,L2,,138.0,Cub_1,,138 kV Los Mina – Los Mina 5,ElmLne,ZLMI5E_ZLMINE-L1,0,0,0,0,1,101.091
,ZLMINE_ZHNSAE-L2-7SD52,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R1.ElmTerm\Cub_1.StaCubic\ZLMINE_ZHNSAE-L2-7SD52.ElmRelay,Distance/Overcurrent/Voltage,f1,45.5,0.0,0.0,1,1,1,0,R1,,138.0,Cub_1,,138 kV Hainamosa – Los Mina L2,ElmLne,ZHNSAE_ZLMINE-L2,1,0,0,0,0,0
,ZLMINE_ZHNSAE-L2-7SD52,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R1.ElmTerm\Cub_1.StaCubic\ZLMINE_ZHNSAE-L2-7SD52.ElmRelay,Distance/Overcurrent/Voltage,f2,45.5,0.0,0.0,1,1,1,0,R1,,138.0,Cub_1,,138 kV Hainamosa – Los Mina L2,ElmLne,ZHNSAE_ZLMINE-L2,1,0,0,0,0,0
,ZLMINE_ZHNSAE-L2-7SD52,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R1.ElmTerm\Cub_1.StaCubic\ZLMINE_ZHNSAE-L2-7SD52.ElmRelay,Distance/Overcurrent/Voltage,f3,45.5,0.0,0.0,1,1,1,0,R1,,138.0,Cub_1,,138 kV Hainamosa – Los Mina L2,ElmLne,ZHNSAE_ZLMINE-L2,1,0,0,0,0,0
,ZLMINE_ZHNSAE-L2-7SD52,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZLMINE.ElmSubstat\R1.ElmTerm\Cub_1.StaCubic\ZLMINE_ZHNSAE-L2-7SD52.ElmRelay,Distance/Overcurrent/Voltage,f4,45.5,0.0,0.0,1,1,1,0,R1,,138.0,Cub_1,,138 kV Hainamosa – Los Mina L2,ElmLne,ZHNSAE_ZLMINE-L2,1,0,0,0,0,0
